T
45.5663
45.5651
45.5668
45.5647
39.8335
46.0312
45.68
45.7894
46.4155
45.693
46.0922
45.9106
42.7989
42.7717
42.908
45.477
42.7717
42.7774
46.646
46.087
46.087
46.7294
45.573
43.049
42.4019
42.4019
44.124
39.4014
43.6632
44.1391
39.8625
45.5709
45.368
40.5514
45.368
42.779
42.779
37.6984
46.009
42.78
45.6385
42.4019
42.827
42.7759
44.9716
39.3501
45.731
45.4504
43.7823
45.1797
43.6915
43.7869
44.9007
42.9037
44.419
44.4241
45.4859
44.7192
42.5559
42.8989
45.5564
43.8388
42.7871
45.4708
42.78
42.806
44.6347
45.9977
42.7856
45.4396
43.6839
42.679
42.7681
42.7681
44.9031
44.6433
42.6828
42.6828
42.6828
42.679
42.7681
44.7968
43.8287
45.5959
45.6027
45.6016
44.6395
44.6433
44.9045
45.6582
42.6915
44.7968
44.6433
45.6595
45.6582
45.6518
45.4539
45.4653
45.6581
44.9593
45.6577
45.3547
44.3137
42.4862
42.9037
45.4913
42.4862
45.4911
45.4425
45.8015
45.5927
42.8399
42.8399
42.8399
42.8399
45.1945
42.8776
42.4862
42.9037
44.9697
42.9037
42.9037
41.9555
45.368
44.9696
45.025
42.7681
36.7986
36.7986
44.8951
42.7698
42.9037
42.9037
42.6732
42.6732
41.4105
42.9037
42.7692
44.4274
45.6646
39.3808
45.6559
45.1097
45.1097
45.4394
42.8776
42.9037
42.8382
45.368
44.4244
45.4758
42.7397
42.8989
44.2704
45.5619
45.5619
44.3137
44.3137
44.3137
42.7688
42.4862
42.4862
42.4862
42.4862
42.7692
42.7688
42.9037
45.368
42.9037
44.9697
42.9037
45.2772
42.7688
42.7688
42.7688
42.9037
44.8929
42.7692
42.7692
42.7692
45.7954
39.2427
44.7935
45.808
45.6446
45.6439
45.437
45.5631
42.8399
42.8399
45.564
45.437
45.9694
45.6395
45.768
45.6578
45.5193
44.8278
45.842
39.4374
45.7551
45.1095
45.4708
45.4708
45.4708
45.4708
45.4708
44.8278
44.7861
39.2817
37.6541
45.588
45.5882
45.5881
42.6001
45.3617
42.701
40.0706
39.297
39.297
45.678
43.7823
39.6559
39.3147
38.5645
39.2501
42.421
45.0505
42.4209
42.4042
42.0887
42.0887
44.8458
45.0505
45.5714
39.3122
45.568
44.6423
39.2608
46.0679
39.2607
44.302
43.4659
39.4196
45.368
43.65
44.4246
44.4246
43.7844
39.3226
45.0505
45.4409
45.7249
41.1122
42.8594
39.1339
43.074
40.8897
40.6281
38.1236
45.4367
45.1343
39.4199
46.017
46.017
45.4708
40.8284
40.8284
40.8284
39.2708
39.3444
39.2917
39.2922
44.8458
46.068
39.8078
39.9736
45.6564
44.8456
38.0127
44.4074
39.2507
39.2557
39.3393
39.3393
37.6541
39.3236
40.899
41.3538
36.7867
41.8902
46.0614
39.3787
42.7883
42.7883
42.7883
42.7883
42.611
43.6575
42.7883
42.7883
42.7883
42.6001
42.6001
42.4862
45.368
42.6001
42.4862
41.4127
45.5308
42.829
45.66
42.829
45.7907
46.0324
45.4708
45.6851
45.5541
45.5541
45.5978
41.3265
43.8381
45.4562
45.4708
46.5221
46.5221
46.0113
42.5553
45.368
45.4708
46.0711
45.7836
45.2191
45.6502
45.4053
42.7589
42.8146
44.3137
45.4708
44.3137
45.4708
42.6192
39.9057
39.4207
39.4201202817481
42.6001
42.7527
42.7397
42.7387
39.8973
42.7572
45.437
39.3489551791395
42.6192
42.7572
40.0707
45.4849
42.701
41.867
45.6382
38.9574
37.5209
42.829
45.6391
42.6001
45.5197
42.6001
42.829
39.9524
39.5931
39.4196
39.4197
39.5958
41.7697
39.4196
39.5039
44.4246
44.4246
44.4246
39.4167
43.8361
43.8364
45.4708
44.8564
39.9517
39.3487
45.4782
42.6001
41.7697
39.266
39.6912
42.827
42.7977
40.0707
39.7103
45.5197
42.6001
40.8197
45.4367
39.7043
43.9938
39.7041
40.7865
45.1172
45.6557
46.0995
45.1175
46.0767
45.7569
45.7954
42.8989
43.7556
42.6693
42.6693
42.7856
42.7856
45.6441
45.4625
42.7692
42.7692
42.7826
40.7956
43.8833
44.9693
44.969
43.8388
41.9912
44.617
45.4546
42.9037
42.9037
42.9037
44.968
42.9037
45.5401
39.9658
44.9696
46.0022
43.8181
45.368
44.9696
43.8181
46.0645
45.6399
45.6399
45.6385
45.7811
45.6399
46.0645
45.8951
44.5014
45.6385
45.8689
45.6562
45.8415
45.656
45.7666
44.9697
42.9037
42.9037
42.9037
45.7954
44.9693
45.368
45.7778
40.4347
45.5907
44.6532
44.648
42.4607
42.7843
42.9037
42.9037
45.368
36.7986
42.8382
42.8146
42.9037
45.368
44.4015
42.8776
46.1255
42.9037
45.6599
42.7692
45.2031
42.6001
42.5553
45.0528
45.7954
45.7954
42.1278
45.5619
45.368
45.368
43.5485
42.7688
43.7553
42.7688
